Posts,Emotion
đi fulltime toàn chính_thức sinh_viên kỉ_niệm cột mốc một_tí viết trải_nghiệm đi công_việc chính_thức unsplashcấp bamình đi công_việc kiểu parttime tạm_thời hồi chủ_yếu đi tiền nhu_cầu đi net mua giày uống mục_đích to_lớn hơnphục vụ tiệc cướiđây coi đầu đi tiệc lớp đứa rủ_rê hồi thằng đứa rủ đèo xe chỗ tiệc ngoài_trời bàn công_ty sản_xuất khu công_nghiệp đứa phân phụ_trách châm châm đá bàn phụ món setup tiệc dọn bàn trải khăn tụi h chiều h tối đứa chủ tiệc lương bo tổng_cộng tiền to việc_làm đứa vui mệt chân mỏi nhừ hếtnăm đứa tụi chạy tiệc sấp_mặt lờ đứng quasau tiệc tiệc tại_gia tầm bàn tiệc cưới to bàn ghép sảnh tiệc món đứng đón hậu_cần tiệc kk bao bữa tiếng làm_việc bộ_đồ chuẩn sơ_mi trắng quần tối màu giày tối màu chạy thuisống ảo tí hehephát tờ rơicông trải_nghiệm phát tờ_rơi công_việc chạy_bàn mùa mùa cưới tiệc mùa mãi tuyển chạy_bàn hồi đi net mùa đâuphát tờ_rơi hình_thức phát ngã ngã tư đông cầm tờ_rơi đứng mép đường vẫy_vẫy đi phát tờ_rơi tận cửa nhàmình kinh_qua loại_hình phát tờ_rơi hồi máu hôm đi phát tít đầu cây_số đi hình_thức phát ngã ngã tư cầm tờ_rơi vẫy anh_chị sale bất_động_sản dự_án giai_đoạn phân lô xây đường công_việc hơi chỗ kiểu quê tờ_rơi ta tờ_rơi tất haha lương tờ_rơi nản ta phát tầm tiếng thui công_an bắt đồn tưởng tiêu đời may_sao chủ_yếu phạt mấy thuê thui công_việc mạo_hiểm đôi nghỉ đăng_kí công_việc kiểu nữaloại hình đi phát tờ_rơi chủ_yếu trung_tâm thương_mại aeon bigc chạy sự_kiện khuyến_mãi khai_trương đội khảo_sát dân_số phường khu_phố phân_bổ tờ_rơi trưởng phụ_trách trưởng tuyển giao tờ_rơi giao công_việc việc_làm nhấtvì lương tờ_rơi đi thẳng đường tốn cỡ p xong hôm phát chiều tờ_rơi tương_đương kiếm cỡ tất_nhiên đi h h chiều cõng kg giấy lưng hai trải_nghiệm công_việc trải_nghiệm khu sang_trọng hào_sảng chứng_kiến khu nhà_trọ ổ_chuột bẩn_thỉu tối_tăm trải_nghiệm lắm thế_giới_quan mở_rộng hoàn_cảnh đi lang_thang phát tờ rơibán kẹo gấucông mặc bồ đồ gấu chở quán nhậu kẹo công_việc nghỉ ấn_tượng lắm kẹo thưởng nữanăm nhấtngay thi trung_học_phổ_thông xong đi đi thoả_mãn nhu_cầu mục_đích to dại song_song công_việc lúcbảo vệcác công_việc thời_vụ tạm_thời một_chút quyết_định bảo_vệ trung_tâm thương_mại hồi ca tiếng tối công_việc nhàn chán h tối đứng nói_chuyện h đi vòng toàn_bộ siêu_thị kiểm_tra nhắc đóng_cửa lương nghỉ công_việc thu_nhập hơnnhân viên quầy quần áocầu ước dò_hỏi quầy quần_áo trung_tâm thương_mại tuyển nghỉ bảo_vệ nói_chuyện quản_lí quầy p ngày_mai công_việc ngaycông đỡ nhàm_chán đôi_chút xếp quần_áo quầy gọn_gàng tư_vấn khách_hàng châm đồ kho quầynhiều cực bù lương đôi_chút giờ_giấc làm_việc cũ ca tiếng catuần đầu tuần đăng_kí ca quản_lí công_việc xếp áo_quần quen_biết trung_tâm thương_mại nghỉ rồinhân viên quán phở hồi ca tttm phở quán độ chủ quán mặt gọi tô phở phụ chủ_nhật tuần đồng_ý tấp lự haha lương hh kbuổi miễn_phí tô phở song_song công_việc nhân_viên quầy quần_áo tttm quán cực h h trễ h chủ quán dậy h xong_xuôi đóng_cửa quán h chiều quán tuần kinh_khủng liên_tục nghỉ bếp phục_vụ nhầm món lộn món hỗn_loạn chốt công_việc tuyệt_đối mìnhgia sư công_việc may_mắn hồi nổi_tiếng kiểu ngoan trò giỏi thi đh điểm_cao kia hàng_xóm học lớp kèm toán lí hoá dốt_đặc_hoá kèm toán lí tuần học sách ôn chết gia_sư lắm chủ_yếu học soạn câu trắc_nghiệm dạy mẹo bấm máy_tính kia công_việc bản_chất nhàn ôn soạn câu trắc_nghiệm xứng_đáng lương sinh_viên có_lẽ công_việc kèm gia_đình nghỉ kiến_thức lóng_ngóng huống_gì kèm dính thi đh lóng_ngóng hậu_quả công_việc công_việc quầy quần_áo quán phở học quần_quật may_mà rớt môn nàotổng kết ban_đầu viết một_lèo công_việc làm_tới word count notion chạm mốc chữ tách công_việc đại_học công_việc chính_thức ngành họccuối việc_làm công_việc tất_nhiên tiền ăn_chơi cà_phê cà_pháo vô_tình bổ_sung thế_giới_quan lạ hay_ho kinh_nghiệm sống chém gió bạn_bè anh_em,5
hư hỏg thế_hệ,0
đi thận_trọng khởi_đầu chân đôi run_rẩy trái_tim can_đảm trưởng_thành xưa môi_trường xa_lạ vui_mừng ánh mắt dò_xét cười gượng_gạo câu chào đơn_giản tiếng xì_xầm lưng cố đồng_nghiệp soi_mói hạn_chế giao_tiếp trừ trường_hợp né_tránh lặng âm_thầm nhiệm_vụ tất_nhiên mở_đầu câu_chuyện gái thạc_sĩ dạy thay_vì bực_bội lo_lắng đối_diện tâm_thế nhẹ_nhàng học đứa trẻ gia_đình khá_giả định_hướng du_học tương_lai đi học ô_tô đưa_đón trang_phục đắt_đỏ nước_hoa hàng_hiệu quà giận_dỗi bảo đừng mua học tiếng học đàn mà_còn tâm_sự đứa cảnh gia_đình quây_quần mâm cơm chiều bố đi tiếp mẹ mặc áo lam đi chùa đọc kinh tận khuya đứa bố đậu ô_tô cổng trường bắt bố đậu con_bé đi đoạn đứa tâm_sự mất_ngủ đêm cảm_giác tội_lỗi lỡ yêu thầm đứa đứa câu_chuyện ưu_tư phiền_muộn mơ_mộng khao_khát dằn_vặt bất_an lo_lắng bố_mẹ sống cuộc_đời nhung_lụa bọn trẻ học ơn ăn_học thế_giới mở_rộng hoàn_cảnh sinh học lớp giấy khai_sinh đi học duy_nhất đồng_phục bạc_màu chật_cứng trường chiều phụ mẹ bánh_rán doraemon ngã tư hạnh_phúc bánh mẹ đạp xe đi ngắm xác hoa kèn hồng rơi đường lớp mắt gấu_trúc ca chiều siêu_thị chất hàng kho tận khuya khuôn_mặt lem_luốc quần_áo cũ sờn đôi thô_ráp tờ giấy chứng_nhận hộ nghèo giấy khai_sinh quê gốc tỉnh miền tây gia_đình đông_anh cha_mẹ công_nhân thế_giới gặp_gỡ người_lớn ánh mắt soi_mói phán_xét trẻ_con đôi mắt hồn_nhiên trong_veo ánh mắt ngây_thơ đôi_khi buồn bất_lực sức ánh mắt mãi đẹp bọn vô_số lí_thú cho_phép tụi tự_do chỗ bọn bàn sở_thích phim_ảnh âm_nhạc giấc mơ titanic one piece doraemon sơn tùng mtp blackpink bts mặt_trời mở_mắt thức dậy mặt_trăng bé tiết tự_giác chạy bảng ghim ổ điện phụ gắn cọng cáp màn_hình tương_tác đứa ước_mơ tương_lai ngành it đương_nhiên moi mớ kiến_thức vụn_vặt thu_gom chuỗi mơ_mộng người_yêu dev vùi_đầu spiderum phổ_cập nghề_nghiệp con_bé ước hoa_hậu lợi_thế hoa_hậu nền_tảng tiếng xoay vòng lớp lượt tụi câu giáo_viên công_việc tiệm cơm sườn bì chả trứng xe trà trái_cây mua hai tặng bé tư_vấn mẹo ướp thịt mật_ong món thịt nướng ngon trần_đời ngờ khen xinh khen dễ_thương khen dễ_thương ghê trùng mẹ ngạc_nhiên chưaaaa sinh trẻ mặc đồ đẹp thằng dạy mà_còn đẹp gái bật cười thành tiếng bịt khẩu_trang xinh tụi liền leo_lẻo miệng hơi hơi dạy thế_này viết chữ đọc tụi nhanh_nhảu lớp bất_lực bảy nuông_chiều tụi mắt cười dần chân thế_giới tụi gần_gũi tin_tưởng mến_yêu ảnh ilariazanellatonhững sống tình yêu_thương trái_tim bọn trẻ cảm_giác gửi_gắm tâm_hồn cửa lớp ưu_phiền chênh_vênh hy_vọng năm_tuổi thiếu_niên đứa trẻ_em học sống tiếp vững_vàng tin_yêu thế_giới hôm đi điện_biên_phủ kèn hồng nở toe_toét rực_rỡ góc đường đầu hiện hình_ảnh bánh_rán doraemon vàng ươm xốp mềm mịn béo thơm ngon ps viết thể_theo yêu_đương myhangu viết vội_vã mong tuần nàng,0
tấu hài cực,0
kkk tao,1
mỏi làm_phiền sát_hại bao nhiu kiến tu_hành miếng ác_ôn ngon_lành,0
huhu đi_đồng nghiệp,2
chở đi đâyy,5
chạy đàng đi,1
bit hihi,1
thương lũ khốn_nạn lợi trước_mắt ma tội bọn trẻ bọn chết het,2
tag đứa gia_nhập hội,5
trinh,5
dm đồ dạo lắm tạp_chất s í đéo phê nhg ngáo,3
định_kiến thâncó lẽ định_kiến chú_ý chi_tiết định_kiến định_nghĩa từ_điển oxford phong_tục vô_lý định_kiến dựa tôn_giáo chủng_tộc giới_tính mặc_dù định_nghĩa toàn_thể xã_hội định_kiến ý_kiến quan_điểm hình_thành nhận_thức dữ_kiện thông_tin sự_kiện wikipedianếu xét_định_kiến phạm_vi định_kiến định_kiến hướng_nội ngại giao_tiếp cạnh quen_biết thoải_mái kịp hướng_nội hướng_ngoại mặc_định hướng_nội gán mác mặc_nhiên tâm_thế hướng_nội đi công_việc giao_tiếp hướng_nội quen môi_trường thân_thuộc thích_nghi chậm môi_trường ngại thay đổikhông chấp_nhận mìnhchính lối mòn không_thể_nào coi cải_thiện dựa cớ hướng_nội lỗi sinh cố_tình thừa_nhận yếu chỉ_dẫn đi_nữa hoàn_thiện đượchồi đại_học hướng_nội ép tham_gia câu_lạc_bộ cố_gắng leader đâu_vào_đấy co_cụm thế_giới mãi đi mãi có_lẽ chẳng quyết_tâm gạt sự_cố chấp không_thể_nào học_hỏi hoàn_thiện dần chấp_nhận yếu cố_gắng trò_chuyện lạ toàn lảng_tránh giao_tiếp rõ_ràng chủ_đề nói_chuyện cải thiệntưởng sự_cố chấp chấp_nhận yếu lột_xác tư_duy hình_thành ngày_một_ngày_hai ngayquyết tâm can_đảm nhiềuvì cuộc_đời vốn đường_thẳng vô_tận ta kỹ đường_thẳng chấm chấm nối_liền cuộc_đời chấm cuộc_đời hành_trình đích cuộc_đời thành_công chạm chấm ta nghỉ_ngơi hành_trình chấm chẳng duy_trì hạnh_phúc vui_vẻ ta chẳng_thể trân_trọng cảm_xúc vốn tụt mood cố_gắng đứng dừng cố_gắng nữathử tụt mood quyết tâm_sự dũng_cảm làm_việc cố_gắng quyết_tâm kết_quả đợi nỗ_lực định_kiến chấp_nhận thẳng chưanếu thấm gợi_ý duy_nhất làđừng lừa_dối nàynếu bạn_đọc triết_lý sáo_rỗng đấy tư_tưởng học dám ghét sách đàm_thoại triết_gia nghiên_cứu tâm_lý_học adler chàng thanh_niên nông_nổi phản_bác triết_gia adler mệnh_danh gã khổng_lồ tâm_lý_học hiện_đại sáo_rỗng triệt_để sáo_rỗng khôngxem review chi_tiết dám ghét,5
bố đi đường sợ,3
h pk,2
tao cute mày,1
đm lừa_đảo hằng trăm tỉ phạt triệu chán vãi,2
đơn_giản hạnh_phúc,1
tự_ti hiện_thực khắc_nghiệt siêu nhỏ_bé xã_hội rộng_lớn ảnh_hưởng hôm_nay đi việc_làm quán tư_vấn nói_chuyện vui_vẻ bảo nhân_viên đẹp dựa kinh_nghiệm kỹ_năng mà_còn ngoại_hình out khó_coi tệ_hại ta cố_gắng xinh_xắn nhiêu buồn giận một_chút quán đăng tuyển kèm ngoại_hình mắc_mớ xách chạy hiển_nhiên ta bảo hợp yeah hề ngơ_ngác quen cảm_giác mỉm cười một_chút,2
vô trihai tiếng gợi lignorance milan kundera dịch việt dũng vô_tri kundera chủ_ý ta cognitive dissonance vùi lấp đi mặc_cảm tội lỗihai tiếng gợi birdman or the unexpected virtue of ignorance tạm dịch lợi ngờ khôngbiếtgìthế lợi ngờ khôngbiếtgìalejandro gonzález iñárritu ghét phim siêu anh_hùng martin scorsese phim marvel điện_ảnh hẳn truyền_thống marvel điện_ảnh điện_ảnh đỉnh_cao khôngbiếtgì vô_cùng lớnsự khôngbiếtgì cộng_đồng promarvel điện_ảnh marvel gìriggan thomson birdman thoát vô_tri lưng ngành công_nghiệp phim siêu anh_hùng triệu đô phê_bình ta vô_tri ta rơi bế_tắc ta nghệ_thuật trọngkhông chết chết farrah fawcett chìm khuất chết mj bìa báo riggan thomson lựa_chọn tự_sát sân_khấu biểu_hiện khôngbiếtgì khôngbiếtgì sống chồng bình thườngnhưng khôngbiếtgì riggan thomson khoảnh_khắc đời vĩnh cửuđọc thêmhạnh phúc vô trivô tri hạnh phúcspiderumcomsự vô_tri hiện_tượng hoàn_cầu đơn_giản lờ đi đẫm máu lò_mổ nuốt trọn miếng thịt bòhay thế_hệ chứa_đựng vô_tri khủng_khiếp thế_kỷ đứt_gãy hình_thành bản_sắc thế_hệ ký_ức giám tuyểnđọc thêmhạnh phúc góc khoa họchạnh phúc tâm_lý_học sinh_lý_học khácspiderumcom,5
ối quà sinh_nhật rồiiiii,1
thiệt thanh_hoá chả,0
anh_em trải tình sâu_đậm kết_thúc tình đứa công_việc đứa h h đứa h tận khuya cuộc_sống bình_thường off đi phim đùng phát ẻm nt chia_tay chặn liên_lạc hàn gắng hôm cố_gắng nhắn_tin gặng chia_tay câu trả_lời đơn_giản ‘ chia_tay ‘ hồi_âm mặc_dù yêu cưới tiếc cố_gắng đổi vô_tâm thờ_ơ nguyên tuần đêm ngủ ngon nhắm_mắt đền tương_lai đi tiếng_nói đầu hình_như cố quên m khóc tình khóc đấy t khóc mệt_mỏi mớ công_việc hàng khóc áp_lực công_việc khóc cạnh gục ngã chốt đọc đứng chờ trân_trọng kỉ_niệm làm_ơn edit t tuyệt_vọng bên_anh,2
chuyên_mục sừng mét vợ đi khám bầu đường chồng mặc vợ sự_thật grab nãy bắt đôi vợ_chồng chồng vợ đi khám thai đi nửa đường tự_nhiên chồng điện_thoại loáng_thoáng hình_như đi họp_hành đấy bận lắm chồng một_triệu bảo vợ đi chốn chồng cẩn_thận điện_thoại đề_phòng nhỡ đầu hơi bất_cập vợ bầu chồng bận_bịu vợ đi khám một_mình công_việc công_việc vợ_con nhầm siêu_âm viện chồng nhắn_tin tâm_sự thời_buổi lạ đấy cuộc_sống tình_yêu hôn_nhân loằng_ngoằng tùng nguyễn_vnhomies,5
mạnh_mẽ gánh_vác buồn uất_ức bất_công dồn đôi vai nhỏ_bé câu_chuyện đón_nhận mong buồn khóc vui uất_ức đừng ôm đoạn đường đi nở nụ cười tươi nụ cười đẹp đấy,5
t chia_tay hồi yêu yêu cưới đợi mãi chia_tay tiêu_cực đem chút niềm vui chê béo buồn dằn_vặt nhắn_tin níu_kéo hôm công_khai người_yêu bọn chia_tay kỉ_niệm yêu nym gầy xinh chuẩn yêu công_khai facebook yêu nhắn_tin tán_tỉnh đối_xử bảo mẹ phản_đối yêu đảo_lộn chút niềm vui yêu quyết_tâm chia_tay t hả bọn m văn yêu lỗi bh lớn_tuổi quên bắt_đầu_mối quan_hệ kiểu ấm_áp tình_cảm sống suốt liệu người_yêu_thương,2
kiểu lạ bạn_bè thân_thiết cạnh đi học kết_bạn thân tí xã_hội quan_hệ đồng_nghiệp thân_thiết lợi_dụng ta chơi_xấu mất_lòng tình_yêu trốn_tránh tổn_thương rụt_rè sợ tổn_thương sinh_nhật chẳng mua bánh kem thổi nến có_lẽ quen một_mình đơn_độc,2
ôi bé xinh gái vãi,1
tập gym xong đi nhảy thế_này,5
lạy mấy mấy má con_người ta video giải_trí mấy mấy má coi dume mở_miệng bảo ta sân_si vô_duyên vửa,0
nhể,1
nỗi buồn câu_chuyện trốn góc khóc thoả nỗi_lòng trốn đi quên_mình chẳng đau_khổ chối_bỏ buồn chẳng nguyên_do cảm_xúc trải đường bơ_vơ chông_chênh áp_lực cuộc_sống chẳng sống trơ trơ đời mạnh_mẽ cỏ dại cổ_thụ lung_lay gió nước_mắt khóc nuốt mạnh_mẽ,2
xã_hội nguy_hiểm con_mẹ kia ý_định bắt_cóc trẻ_con câu trêu đùa quái_ác mệt,0
câu nuốt câu y_chang nuốt não v kk thú_vị,1
t crush tao bị_thịt tao đéo crush,1
bếp dầu thời sinh_viên,5
chộm chó làm_ăn céc chả,0
mày cẩn_thận tao giết,4
bọn người_yêu khổ kìa,5
nhện cản bé cầu_thang,3
trở_lại chán câu_chuyện drama giải_trí chuyển_hướng cập_nhật thời_sự hàng hơnở pháp ga tàu chồng báo phát miễn_phí hai nhà_xuất_bản minutes cnews xét phong_cách viết hai hai toà_soạn trung_lập quan_điểm chính_trị nghiêng hẳn cánh tả cánh hữu toà_soạn xét mặt thông_tin nắm_bắt gọn tờ cnews mẩu siêu ngắn chiều sâu viết phổ_quát đời_sống thường_nhật mintutes tờ báo phí le monde le figaro mediapart etc chất_lượng viết chất_lượng chútvới tò_mò cuộc_sống xung_quanh câu_chuyện drama văn_hoá drama khácở việt_nam trản ngập mặt báo dường_như báo cập_nhật chi_tiết chương_trình truyền_hình ăn_khách đại_ý đánh phán_xét chính_trị thế_giới giáo_dục đầu_tư đọc mảng công_kích giải_trí truyền_hình thay_vì kiến_thức thực_tiễn mảng báo khoa_học nổi_trội chủ_yếu báo_điện_tử tự_phát theo_dõi đọc rdvn lost birdở pháp drama cuộc_đời dừng chương_trình truyền_hình nghĩa giải_trí bàn_luận chẳng sâu_sắc đề_cập trang báo_điện_tử báo giấy báo giấy ưu chuộng kém hàng đồng_hồ cắm mặt vi_tính làm_việc cắm mặt màn_hình xanh đế đọc tin_tức tất_nhiên trẻ chẳng cao_cấp chính_trị song hoạt_động đoàn_thể drama cuộc_sống số_ít lựa_chọn đọc sách giải_trí game online đi concert âm_nhạc hiếm bàn_luận khácmình hóng hàng hàng bí_mật showbiz khu_vực châu_á hẳn âm_nhạc mỹ chục phút vụ ái_tình lùm xùm ồn_ào chăm_chỉ đọc báo giấy điềuhoá trường đại_học xây_dựng mô_hình quản_lý quan_điểm tích_cực chính_sách ngành giáo_dục b ủng_hộ tranh chức thị_trưởng paris triển_lãm nghệ_thuật đề_cao sản_phẩm nghệ_sĩ quốc_tế dăm_ba câu_chuyện ngoài_lề fake news hài_hước mạng viết dí_dỏm chất lượnghồi bàn_luận sôi_nổi mảng giải_trí chăm đọc báo im_lặng chỗ hẳn công_việc mỗi_tội dàn việt giải_trí đi ngược_lại xu_hướng có_lẽ thời mệt_mỏi đời tư ta công_kích câu_chuyện ta thành n y_hệt điên_rồ câu_chuyện thêm_mắm_thêm_muối bodyshaming soi_xét công_việc dừng tâm_trí lo công_việc nữanên drama khép đâyps dạo đọc mấy khoa_học sinh_hoá toán_học v kể_ra lạ hạnh_phúc bơi bể kiến_thức lạ để_tâm tâm_sự drama,0
hả_dạ ghê mày,1
nổi phim ý_nghĩa,1
tội thương,2
non_nớt trưởng_thành con_người trải cuộc_sống hạnh_phúc tuyệt_đối đối_xử tàn_nhẫn duy_nhất hy_vọng nỗ_lực vươn cố_gắng đi tốt_đẹp đi giông_bão đôi_lúc tốt_đẹp chờ_đợi đôi_khi bình_yên thảnh_thơi tâm_hồn,5
tồi_tệ học nửa_vời chã,2
đừng giận kia thằng sẵn_sàng dỗ_dành gái,3
thú_vị,1
vấp_ngã thất baij nản_lòng đừngbao,5
ghé quán người_nhà cầm nón làm_khó,5
mổ mắt cận hồi bé chuẩn đoán cận viễn loạn bẩm_sinh mắt cận viễn loạn tầm độ độ đấy mổ mắt khôi_phục mắt mổ mổ xong ổn di_chứng tư_vấn,5
tao nhảy cẩng chuẩn mẹ má hình tưởng ma đéo lào,3
sinh học lớp hồi thi may_mắn đề trường phân lớp ban trường ban bố_mẹ vui học lớp vô_cùng áp_lực may_mắn giỏi học kịp học_tập môn toán môn hoá ban cho_dù môn toán học hề tệ cho_dù màn_hình học hai môn học dạy nâng phương_pháp tự_ti lớp kiểm_tra đa_số lớp cực_kì tự_ti áp_lực hồi đầu cô_giáo chủ_nhiệm kịp tiến_độ học lớp nhà_trường lớp dạy học lớp ban hơi lưỡng_lự môn anh_em học bố_mẹ học ban d,2
tuyển nghiên_cứu_viên cao_cấp hãng khoá d,1
chuẩn công tình_yêu toàn anh_chị_em đồng_nghiệp he he,1
buồn tổn_thương thất_vọng mệt từ_bỏ nhécuộc sống chuỗi hội_ngộ chia_ly hội_ngộ chia_ly báo đôi_lúc lựa_chọn bình_tâm đối_mặt,5
sợ vãi,3
lịch hẹn_hò,1
